3,1,
4,1,
21,1,
23,1,
24,1,
30,1,
33,1,
34,1,
39,1,
46,1,
51,1,
53,1,
72,1,
76,1,
78,1,
81,1,
86,1,
92,1,
109,1,
114,1,
117,1,
120,1,
126,1,
127,1,
133,1,
134,1,
135,1,
136,1,
137,1,
138,1,
141,1,
142,1,
155,1,
160,1,
174,0,---
198,1,
199,1,
200,0,
206,0,
207,0,
208,0,
212,0,
213,0,
215,0,
224,0,
225,0,
230,0,
232,0,
236,0,
241,0,
260,0,
290,0,
295,0,
307,0,
321,0,
322,1,
402,0,
407,0,
417,0,
455,0,
459,0,
468,0,
473,0,
///
491,0,
502,0,
538,0,
547,0,
percentage,27%,
